gene	ensembl	gene_description	sample_1	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_2	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_3	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_4	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_5	sample_50	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_6	sample_7	sample_8	sample_9
SCTR	ENSG00000080293	Secretin receptor	1.053	0.748	3.355	0.547	0.27699999999999997	1.3980000000000001	2.324	0.614	4.027	3.4389999999999996	13.321		13.129000000000001	1.24	3.0260000000000002		7.768	0.408	0.794	0.789		0.7609999999999999	0.257	0.807	0.15	1.307	4.029	1.749	1.435	39.732	0.853	0.297		0.93	0.36700000000000005	3.366	0.026000000000000002		0.909	0.695	1.329	0.9359999999999999	7.656000000000001	2.475	1.001	0.484	0.28	0.455	0.813	0.598	0.695	0.18	0.525	1.141	1.4269999999999998	1.3459999999999999	1.335
RHOV	ENSG00000104140	Ras homolog family member V	0.023	3.748		0.10300000000000001	0.045	0.037000000000000005	0.233	0.018000000000000002	0.7020000000000001	0.354	0.6990000000000001	0.498	1.255	0.02	0.242	0.17	0.40399999999999997	0.057999999999999996	0.059000000000000004	0.031	0.08900000000000001	0.053	0.0	0.03	0.114	0.052000000000000005	0.214	0.341	0.052000000000000005	1.865	0.0	0.013000000000000001	0.009000000000000001	0.284	0.073	0.19899999999999998	0.174	0.0	0.036000000000000004	0.225	0.24	0.011000000000000001	0.0	0.27699999999999997	0.033	0.114	0.016	0.008	0.006999999999999999	0.038	0.062	0.008	0.031	0.09300000000000001	0.0	0.05	0.028999999999999998
CYP2C18	ENSG00000108242	Cytochrome P450 family 2 subfamily C member 18	0.526	0.149	0.218	0.034	0.21		0.262	0.9359999999999999	0.29600000000000004	0.33299999999999996	0.196	1.4709999999999999	1.264	1.236	0.203		3.7539999999999996		0.087	0.10300000000000001	0.6940000000000001	0.40299999999999997		0.322		0.531	4.0569999999999995	4.681		1.819	16.613	3.051	0.311		0.434	0.544	0.0	0.033	0.39899999999999997	0.718	1.006		0.608	0.997	0.28		13.821	14.460999999999999		4.925	8.205		16.773	1.45	0.304		2.395
EPHA10	ENSG00000183317	EPH receptor A10		0.006	0.027999999999999997	0.023	0.027999999999999997	0.012	0.057	0.013999999999999999	0.03	0.006999999999999999	0.02	0.006999999999999999	0.039	0.032	0.04	0.017	0.023	0.018000000000000002		0.021	0.006	0.003		0.0	0.006	0.067	0.612	0.05		0.063	0.09300000000000001	0.018000000000000002		0.141	0.021	0.019	0.0	0.084	0.008	0.125		0.012	0.02	0.10400000000000001	0.016		0.006999999999999999	0.01	0.019	0.003	0.04	0.003		0.002	0.0		
MALRD1	ENSG00000204740	MAM and LDL receptor class A domain containing 1	0.003	0.021	0.039	0.01	0.022000000000000002	0.0	0.015	0.002	0.035	0.034	0.009000000000000001	0.009000000000000001	0.055999999999999994	0.016	0.024	0.023	0.01	0.003	0.02	0.001	0.006	0.005		0.022000000000000002	0.004	0.0	0.05	0.002	0.052000000000000005	0.035	0.005	0.015		0.092	0.040999999999999995	0.012	0.046	0.145	0.005		0.0	0.03	0.027000000000000003	0.114	0.034	0.064	0.01	0.0	0.022000000000000002	0.009000000000000001	0.025	0.0	0.005		0.0	0.0	0.099
TERT	ENSG00000164362	Telomerase reverse transcriptase	0.005	0.888		0.873	0.182	0.243	0.161	0.034	0.052000000000000005	0.075	0.028999999999999998	0.0	0.037000000000000005	2.574	0.061	0.10300000000000001	0.027000000000000003	0.196	1.9280000000000002	0.09	0.067		0.003	0.043	0.042	0.115	1.05	0.156		0.028999999999999998	0.013999999999999999	0.0	0.061	0.049	0.084	0.018000000000000002	0.005	0.039	0.019	0.018000000000000002		0.14	0.024	0.133	0.0		0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.037000000000000005	0.086		0.044000000000000004
DACH2	ENSG00000126733	Dachshund family transcription factor 2	0.051	0.091	0.20800000000000002	0.0		0.068	0.009000000000000001	0.017	0.05	0.022000000000000002	0.01	0.046	0.0	0.0	0.026000000000000002	0.0	0.040999999999999995	0.268	0.21600000000000003	0.084	0.0	0.055	0.0	0.0	0.025	0.11699999999999999	0.0	0.21		0.17800000000000002	0.0	0.008	0.005	0.7170000000000001	0.225	0.063	0.0	0.0	0.0			0.019	0.013000000000000001		0.09		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0
LEFTY1	ENSG00000243709	Left-right determination factor 1	0.015	10.149		0.1	0.387	0.203	1.22		0.267		1.011	0.41100000000000003	2.708	0.217	0.386	1.186	3.051	0.102	0.114	0.732	0.276	0.207	0.008	0.095	0.27	1.075	2.0380000000000003	1.145		10.481	0.102	0.06	0.253	0.087	0.36200000000000004	2.735	0.221	0.526		0.10300000000000001	0.369	0.141		0.233	0.08800000000000001		0.042	0.268	0.061	0.5489999999999999	0.06	0.017	0.032	0.0	0.03		
C17orf99	ENSG00000187997	Chromosome 17 open reading frame 99	0.109	0.17800000000000002	0.023	2.366	3.7969999999999997	0.083	0.879	0.079	0.02		0.037000000000000005	0.17600000000000002	0.0	0.159		0.457	0.044000000000000004	0.013999999999999999	0.23199999999999998		0.027999999999999997	0.155	0.033	0.157	0.098	0.048	0.006999999999999999	0.028999999999999998		0.038	0.094	0.317	0.569	0.094	0.535	0.315	0.21	0.256	0.635	0.163	0.436	1.063	3.616		0.12300000000000001		0.0	0.07200000000000001	0.017	0.005	0.009000000000000001	0.013000000000000001	0.0	0.048			0.046
SPZ1	ENSG00000164299	Spermatogenic leucine zipper 1	0.0	0.0	0.017	0.0	0.0	0.0	0.009000000000000001		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.024	0.0	0.0	0.026000000000000002	0.0	0.0		0.0	0.0	0.0	0.016	0.0		0.0		0.031	0.0	0.0	0.0	0.0	0.0	0.013999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013000000000000001	0.0	0.03	0.0	0.0		0.0	0.0	0.0
SFTPA2	ENSG00000185303	Surfactant protein A2	0.0	0.057999999999999996	0.0	0.0		0.02	0.0		0.006	0.0	0.012	0.0	0.0		0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.01	0.0		0.013999999999999999	0.006999999999999999	0.012	0.0	0.015	0.028999999999999998	0.018000000000000002	0.006999999999999999	0.013999999999999999	0.0	0.015		0.0	0.0	0.011000000000000001	0.0	0.0	0.0	0.0		0.042	0.0	0.0	0.0	0.006999999999999999	0.018000000000000002	0.0	0.0	0.069	0.0	0.0	0.0
CRISP3	ENSG00000096006	Cysteine rich secretory protein 3		0.013000000000000001	0.006999999999999999	12.661		0.168	0.252	6.487	0.0	0.318	0.326	0.409	0.195	2.78	1.8119999999999998	2.278	2.915	1.744		0.069	2.491	0.051	0.0		0.006	4.6160000000000005	0.431	0.013999999999999999	0.04	0.076	0.0	0.131	1.639	0.002	0.239	0.0	0.0		0.33899999999999997	0.271	0.258	3.412	4.198		0.013000000000000001	0.0	0.145	0.018000000000000002	0.001	0.0	0.261	0.0	0.10099999999999999		0.0	0.11199999999999999	0.523
ADTRP	ENSG00000111863	Androgen dependent TFPI regulating protein	0.011000000000000001	0.006999999999999999	0.0		0.038	0.0		0.034	0.124	0.114	0.345	0.021	0.154		0.126	0.231	0.09699999999999999	0.75	0.069	0.10400000000000001	0.081	0.034	0.011000000000000001	0.0	0.057999999999999996		0.098		1.11	0.317	0.0	0.594	0.002	0.155	0.28600000000000003		0.018000000000000002	0.152	0.36200000000000004	1.413	0.65		0.040999999999999995		0.061	7.437	1.4580000000000002	0.504	1.06	0.264	0.961	2.322			0.027000000000000003	0.006999999999999999	0.042
SPINK2	ENSG00000128040	Serine peptidase inhibitor, Kazal type 2	0.0	0.0	0.0	0.02	0.425	0.009000000000000001	0.0	0.0	0.0	0.0	0.091	0.065	0.0		0.073		0.0	0.013999999999999999	0.0	0.006999999999999999	0.0	0.027000000000000003	0.0	0.14400000000000002	0.0	0.0	0.0	0.0		0.057	0.0			0.079	0.237	0.022000000000000002	0.141	1.262	0.11199999999999999		0.005		0.433	0.25	0.095		0.0		0.006999999999999999	0.11	0.10800000000000001	0.0	0.0	0.044000000000000004	0.0		0.0
IGSF9B	ENSG00000080854	Immunoglobulin superfamily member 9B	0.0	1.2409999999999999	0.0	0.025	0.002		0.046	0.026000000000000002	0.046	0.08	0.077		0.262	0.171			0.057		0.054000000000000006	0.038		0.0	0.0	0.0	0.055	0.034	0.124	0.102		0.166	0.006999999999999999	0.023	0.0	0.028999999999999998	0.098	0.055999999999999994	0.21600000000000003	0.095	0.025		0.027000000000000003	0.048	0.017	0.066	0.016		0.033	0.003	0.006999999999999999		0.013000000000000001	0.018000000000000002	0.006999999999999999	0.039	0.0		0.003
IFNA5	ENSG00000147873	Interferon alpha 5	0.0	0.0	0.0	0.0	0.016	0.027000000000000003	0.0	0.0	0.0		0.0		0.0	0.0	0.013000000000000001	0.0	0.0	0.024	0.0	0.0	0.0		0.0	0.0	0.0	0.044000000000000004	0.0	0.0		0.096	0.139	0.01	0.0	0.0	0.08900000000000001	0.0	0.0		0.0	0.0	0.0	0.016	0.046	0.051	0.040999999999999995		0.02	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0		0.0
PPP1R14C	ENSG00000198729	Protein phosphatase 1 regulatory inhibitor subunit 14C	0.017	2.605	0.147	1.91	0.19	0.177	0.08199999999999999		0.289	1.456	0.40700000000000003	0.07	0.212	0.026000000000000002	0.153	0.511	0.359	0.27899999999999997	3.1260000000000003	0.645	0.02	0.152	0.0	0.039	0.465		6.252999999999999	0.213	0.027000000000000003	4.3180000000000005	0.11900000000000001		0.006999999999999999	0.193	0.991	0.192	10.075	0.878	0.006999999999999999		1.704	0.35		0.16	0.026000000000000002	0.746	0.019	0.006999999999999999		0.0	0.035	0.0	0.0	0.006	0.179	0.0	0.021
RSPH6A	ENSG00000104941	Radial spoke head 6 homolog A	0.002	0.20800000000000002	0.03	0.002	0.0	0.039			0.0	0.024	0.025	0.006999999999999999	0.004	0.016	0.012	0.013999999999999999	0.0	0.001	0.052000000000000005		0.0	0.006999999999999999			0.054000000000000006	0.0	0.11699999999999999	0.0		0.0	0.0	0.0	0.006		0.0	0.013999999999999999	0.013000000000000001	0.183	0.003	0.01	0.018000000000000002	0.004	0.015	0.062	0.0		0.0	0.0	0.015		0.061	0.002		0.19699999999999998	0.0		0.0
ITGAX	ENSG00000140678	Integrin subunit alpha X	1.41	1.906	1.3659999999999999	3.2569999999999997	0.7759999999999999	1.297	2.36	0.948	2.875			1.609	3.7030000000000003	1.745	3.985	3.9330000000000003	2.465	3.477	0.638	0.6509999999999999	0.988	0.7090000000000001		2.301		3.716	1.5919999999999999		17.111	2.08	1.538	8.429	1.463	5.707999999999999		1.659	2.9530000000000003	5.367999999999999	11.419	8.888	25.993000000000002	8.392000000000001	2.445	87.12799999999999	3.42			1.844	4.078		16.015	3.823	1.804	1.24	1.19	2.131	1.266
CLRN3	ENSG00000180745	Clarin 3	0.134	8.174	0.13	0.0	2.388		0.126	0.054000000000000006	0.0	0.114	0.374	0.41700000000000004	0.316	0.0	2.656	0.053	1.475	0.057	0.21		0.013000000000000001	0.055999999999999994	0.444	0.0	0.20800000000000002	0.053	0.013999999999999999	2.517	0.051	26.84	4.843999999999999	0.048	9.413	0.052000000000000005		0.701	0.027999999999999997	0.013999999999999999	0.027000000000000003	11.439		0.157	0.0		0.273	0.512	1.021	3.5410000000000004	0.584	4.487	3.5780000000000003	0.9470000000000001		0.06	0.0	0.0	0.024
DCLK1	ENSG00000133083	Doublecortin like kinase 1	0.022000000000000002	0.855	0.138	0.159	0.055999999999999994	0.01	0.106	0.325	0.258	2.16	0.266	0.099		0.047	0.16699999999999998	0.133	0.18	0.18899999999999997		0.066	0.121	0.015	0.015	0.059000000000000004	0.055999999999999994	0.086	0.078	0.076		0.596	0.019	0.079	0.040999999999999995	0.12300000000000001	3.488	0.37799999999999995		0.332	0.047	0.327	0.142	0.113	0.012	0.212	0.095	1.375		0.011000000000000001	0.008	0.03	0.02	0.012	0.026000000000000002	0.024	0.035	0.031	0.028999999999999998
RBM24	ENSG00000112183	RNA binding motif protein 24	1.158	1.399	0.48700000000000004		0.193		0.32299999999999995	0.062	3.2539999999999996	0.26899999999999996	0.425	5.707000000000001	0.568	0.064	1.361	0.204	0.782	2.248	0.20600000000000002		0.522	0.5820000000000001	2.799	0.64	0.05	0.128	0.8059999999999999			0.243			0.154	14.247			36.781	1.355	0.608	1.409	1.348	7.3420000000000005	1.44	0.48700000000000004	1.479		1.1440000000000001	0.22899999999999998	0.036000000000000004		0.122	0.235	1.703	2.1590000000000003	3.3569999999999998		2.049
TTN	ENSG00000155657	Titin	0.28	1.171	0.42700000000000005	0.195	0.098	0.031		0.124	0.07	0.45	0.21		0.276				0.519	0.21	0.34	0.675	0.205	0.092		0.044000000000000004	0.043	0.7020000000000001		0.31		0.583	0.019	0.188			0.272	0.039	5.734	0.127	0.091		0.28	0.22699999999999998	0.102	0.318	0.258			0.073	0.102	0.077	0.153	0.077	0.077	0.14300000000000002	0.3		0.226
PRDM9	ENSG00000164256	PR/SET domain 9	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0		0.009000000000000001	0.0	0.0	0.0	0.003	0.0	0.005	0.086	0.0	0.0	0.0		0.0	0.044000000000000004	0.009000000000000001	0.024	0.0	0.019	0.0	0.0	0.0	0.001	0.01	0.0	0.0	0.008	0.0	0.0	0.009000000000000001		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.009000000000000001	0.0	0.0	0.023	0.047	0.003	0.0
KLHL35	ENSG00000149243	Kelch like family member 35	0.03	0.5670000000000001	0.038		0.153	0.08199999999999999			0.228	0.444	0.076	0.10300000000000001		0.07	0.32	0.23	0.198	0.218	0.023	0.063	0.18600000000000003	0.062	0.0	0.132	0.075	0.125	0.20800000000000002	0.18		0.177	0.034	0.043		0.257	0.36	0.037000000000000005	3.3080000000000003	0.865	0.092	0.312	0.29600000000000004	0.141	0.043	0.3	0.027999999999999997		0.027000000000000003	0.055999999999999994	0.019	0.04	0.027000000000000003		0.018000000000000002	0.07200000000000001			
SPATA16	ENSG00000144962	Spermatogenesis associated 16	0.0	0.0		0.016	0.0	0.0	0.008	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.006999999999999999	0.006999999999999999	0.04	0.008	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013000000000000001	0.023	0.0	0.0	0.015	0.042	0.001	0.0	0.040999999999999995	0.001		0.0	0.0	0.0		0.0	0.0	0.004		0.0	0.0	0.016	0.0	0.0	
CCL2	ENSG00000108691	C-C motif chemokine ligand 2	2.569		11.640999999999998	6.376	3.15	0.9209999999999999	5.041	2.665		19.214000000000002	39.01	13.88	51.505	5.882999999999999	12.49	30.379	38.274	28.76	0.985	0.8340000000000001	0.902			2.283	2.6060000000000003	8.605	14.415	11.363	267.857		5.284	52.071000000000005	2.2640000000000002	17.669	97.166	100.50399999999999	26.889	570.4159999999999		44.868	72.344	19.169	1.087	86.36	59.744		41.607	15.374	20.808000000000003		69.056	5.8260000000000005	57.441	6.553	5.0889999999999995	5.233	2.362
INSL5	ENSG00000172410	Insulin like 5	0.048	0.0		0.0	0.16	0.0	0.0		0.0	0.009000000000000001	0.0	0.0		0.0	0.0	0.0	0.028999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.026000000000000002	0.0		0.055999999999999994	0.040999999999999995		0.046	0.0	0.0	0.0	0.062	0.0	0.0	0.066	0.138	0.0	0.0		0.005	0.0	0.039			0.0	0.017		0.0
CIB4	ENSG00000157884	Calcium and integrin binding family member 4	0.025	0.0	0.004	0.0	0.111	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.067	0.0	0.023	0.0	0.042	0.0	0.0	0.09699999999999999		0.0	0.037000000000000005	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.01		0.0	0.027999999999999997	0.018000000000000002	0.021		0.113	0.026000000000000002	0.0	0.0	0.0	0.002		0.006999999999999999	0.0	0.0	0.0	0.0	0.0	0.0
SERPINB5	ENSG00000206075	Serpin family B member 5	0.0	0.05	0.0	0.0	0.0	0.003	0.0	0.028999999999999998	0.006	0.052000000000000005	0.0	0.008	0.0	0.006	0.0	0.017			0.021	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0			0.08900000000000001	0.0	0.0		0.051	0.0	0.0	0.0	0.0	0.0	0.08199999999999999	0.0	0.0	0.0	0.0	0.0		0.0	0.005	0.005	0.0	0.037000000000000005	0.0	0.0	0.065	0.0		0.039
KLHDC7B	ENSG00000130487	Kelch domain containing 7B		0.131	0.165	0.68	0.038	0.079	0.121	0.026000000000000002	0.24600000000000002	0.319	0.44	0.12300000000000001	0.78	0.142	0.408	1.036	0.11199999999999999	0.45399999999999996		0.13	0.218	0.172	0.11699999999999999	0.142	0.055	0.10300000000000001	0.22699999999999998	0.22		0.079	0.011000000000000001	0.045	0.021	0.099	0.083	0.022000000000000002	0.251	4.96	0.132	0.405	0.545	0.344	0.021	0.504	0.086		0.049	0.027000000000000003	0.062	0.040999999999999995	0.185	0.091	0.057	0.42100000000000004	0.0		0.18899999999999997
ADAM23	ENSG00000114948	ADAM metallopeptidase domain 23	0.019	0.41700000000000004			0.057	0.254	0.4	0.311	0.397	1.048	0.28	0.13699999999999998	0.9470000000000001	0.067	0.688	0.845	1.4569999999999999	11.865	0.023		0.867	1.933	0.035	0.147	1.791	7.3229999999999995	12.703	0.529	0.102	11.272	0.027000000000000003	0.085	0.15	0.161	0.7020000000000001	0.127	1.3559999999999999	0.711	0.08199999999999999	1.218		0.5820000000000001	0.174	0.868	0.223	0.6629999999999999	0.009000000000000001	0.008	0.013000000000000001		0.035	0.024	0.02	0.011000000000000001	0.016	0.006	0.156
ZNF730	ENSG00000183850	Zinc finger protein 730	0.024	6.444	0.938			0.135	0.804	0.034		0.879	0.14	0.09		1.294	0.20800000000000002	0.040999999999999995	0.893	0.17600000000000002	0.049	1.006	0.519	0.147	0.008	0.152	0.535	1.4	0.067	1.9769999999999999	0.012		0.055999999999999994	0.042	0.081	0.14		0.132	0.079	0.19699999999999998		0.27	0.14300000000000002	0.121	0.11900000000000001	0.12	0.051	0.0	0.0	0.006	0.021	0.018000000000000002	0.027000000000000003	0.006		0.10099999999999999	0.042	0.0	0.128
GHRHR	ENSG00000106128	Growth hormone releasing hormone receptor	0.0	0.0	0.244	0.0	0.0	0.0	0.10099999999999999	0.0	0.032	0.092	0.24600000000000002	0.109	0.473	0.0	0.064	0.038		0.006	0.0	0.0	0.009000000000000001	0.027000000000000003	0.0	0.083	0.0	0.019	0.004	0.028999999999999998		0.046	0.0	0.004	0.0	0.061	0.019	0.141		0.20199999999999999	0.01	0.006999999999999999	0.085	1.0270000000000001	0.0	0.32899999999999996	0.0		0.004	0.017	0.03	0.0		0.009000000000000001		0.003	0.012		0.047
SLIT1	ENSG00000187122	Slit guidance ligand 1	0.006999999999999999		0.02	0.12	0.011000000000000001	0.077	0.043	0.012	0.024	0.177	0.054000000000000006	0.039	0.11199999999999999	0.039	0.047	0.319	0.027000000000000003	0.095	0.109	0.038	0.037000000000000005		0.018000000000000002	0.048	0.052000000000000005	0.079	1.041	0.052000000000000005	0.048	0.067	0.025		0.026000000000000002	0.109	0.259	0.01	0.461	0.195	0.012	0.063	0.075		0.040999999999999995		0.02	0.154	0.006	0.013999999999999999	0.019		0.038	0.033	0.02	0.036000000000000004	0.026000000000000002	0.018000000000000002	0.018000000000000002
PATE2	ENSG00000196844	Prostate and testis expressed 2	0.0		0.0	0.0	0.0	0.009000000000000001	0.006	0.0	0.01	0.0	0.064	0.011000000000000001	0.0	0.0	0.0		0.006	0.002	0.04	0.098	0.0	0.0			0.0	0.0	0.055999999999999994	0.027999999999999997		0.0	0.0	0.0	0.0	0.042	0.01	0.0	0.0	0.133	0.0	0.015	0.0	0.0	0.0	0.0	0.0		0.008	0.0	0.0	0.0	0.023	0.009000000000000001	0.0		0.0		0.0
ZBP1	ENSG00000124256	Z-DNA binding protein 1	0.055999999999999994	0.055	0.062	0.071		0.053			0.16699999999999998	0.102	0.20800000000000002	0.253	2.887	0.049	0.39299999999999996	0.645	0.207	0.319	0.081	0.066	0.043	0.013000000000000001	0.255		0.17600000000000002	0.298	0.354	0.151	4.766		0.096	0.19399999999999998		0.225	0.647	0.023	0.409	3.114	0.185	0.8440000000000001			0.064		0.361	1.536	0.18100000000000002	0.11800000000000001	0.253	0.066	0.991	0.401	0.068	0.22	0.024	0.11199999999999999	0.015
HSFX2	ENSG00000268738	Heat shock transcription factor family, X-linked 2	0.0	0.0	0.0	0.011000000000000001	0.0	0.005	0.013999999999999999	0.003	0.004	0.03	0.0		0.040999999999999995	0.0		0.006999999999999999		0.003	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.015		0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.003	0.003	0.0		0.0	0.0	0.013000000000000001	0.0		0.0
LY6D	ENSG00000167656	Lymphocyte antigen 6 family member D	0.0	0.171	0.0		0.0	0.0	0.0	0.015	0.0	0.10800000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.026000000000000002	0.0	0.0		0.149	0.0	0.0	0.0	0.0	0.0	0.0	0.204	0.0	0.042	0.0	0.0	0.0	0.10400000000000001	0.078	0.0	0.574	0.0	0.0	0.26899999999999996	0.026000000000000002	0.0	0.02	0.092	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17600000000000002
GHRH	ENSG00000118702	Growth hormone releasing hormone		0.0	0.016		0.0	0.016	0.0	0.033	0.0	0.0	0.032	0.0	0.0	0.006		0.031	0.026000000000000002	0.028999999999999998	0.13	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.033	0.066	0.0	0.0	0.0	0.0	0.001	0.0	0.0		0.034	0.0	0.0	0.0	0.0	0.017	0.024	0.0	0.009000000000000001	0.0	0.0	0.011000000000000001	0.0	0.0	0.0
CLDN7	ENSG00000181885	Claudin 7	0.341	6.803999999999999		0.5479999999999999	0.7170000000000001	1.6640000000000001	1.676	0.5770000000000001	5.26	4.755	14.743	6.327999999999999	20.437		5.559	4.246	11.234000000000002		3.335	0.34600000000000003		2.188	0.8440000000000001	1.209	1.3730000000000002	1.229	8.237	3.589	3.698	43.856	2.3080000000000003	17.24	8.636000000000001	1.2109999999999999	12.158	7.513	0.6729999999999999	0.6459999999999999	4.239	7.307	2.759	0.603	0.8390000000000001			2.325	3.642	5.852	8.253		2.929	1.993	5.303999999999999	0.981		2.323	12.827
COL10A1	ENSG00000123500	Collagen type X alpha 1 chain		0.163	0.177	0.087	0.047	0.015	0.496	0.418	2.1719999999999997	7.1579999999999995	1.26	0.731	1.828	0.031	0.503		3.346	0.156	0.023	0.0	0.091	0.005		0.161	0.0			0.16	1.018	0.8390000000000001	0.027000000000000003	0.109	0.023	3.383	10.507	1.045	0.08900000000000001		0.046	0.466	0.040999999999999995	0.10099999999999999	0.005	2.694	0.605	2.3280000000000003	0.017	0.025	0.006999999999999999	0.025	0.086		0.021	0.122	0.015	0.055999999999999994	0.0
RHBDL2	ENSG00000158315	Rhomboid like 2	0.065	0.545	0.038	0.156	0.20199999999999999	0.138	0.418	0.298	0.38299999999999995	3.755	0.614	0.198	0.762	0.139	0.395	0.637	0.298	0.313	0.035	0.24600000000000002	0.059000000000000004	0.228		0.401	0.272	0.196	0.327	0.226		1.011	0.124	0.145	0.191	0.375	6.916	0.139	0.188	0.537	0.171	0.47100000000000003	0.214	0.314	0.057	0.73	0.111			0.13	0.13	0.059000000000000004		0.02	0.051	0.24	0.036000000000000004		0.099
TSHB	ENSG00000134200	Thyroid stimulating hormone beta	0.0	0.0	0.0	0.0	0.0	0.0	0.14400000000000002	0.021	0.005	0.036000000000000004	0.034	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031		0.0	0.0	0.047		0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.079	0.0	0.0	0.032		0.019	0.0	0.004		0.033		0.0	0.0	0.046		0.0
PAEP	ENSG00000122133	Progestagen associated endometrial protein	0.0		0.0	0.027000000000000003	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	0.0	0.179	0.0	0.08800000000000001		0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.12300000000000001	0.0	0.0	0.0	0.16			0.294	0.0	0.0	0.076	0.0	0.006999999999999999	0.0	0.0	0.021	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
FIBCD1	ENSG00000130720	Fibrinogen C domain containing 1		0.29100000000000004	0.0	0.0	0.0	0.0	0.006	0.02	0.027000000000000003	0.198	0.013000000000000001	0.006		0.0	0.028999999999999998	0.0			0.035	0.032	0.01	0.0	0.015		0.026000000000000002	0.01	0.0	0.015		0.228	0.027999999999999997	0.004	0.005	0.163	0.162	0.027000000000000003	0.24	0.759		0.231	0.023	0.0	0.035	0.10099999999999999	0.009000000000000001		0.0	0.0	0.0	0.0	0.0	0.0	0.008				0.024
ARRDC5	ENSG00000205784	Arrestin domain containing 5	0.012	0.040999999999999995	0.004	0.027999999999999997		0.05	0.07400000000000001	0.009000000000000001	0.095	0.09699999999999999	0.10099999999999999	0.16	0.32899999999999996	0.28	0.228	0.381	0.049	0.125	0.003	0.044000000000000004	0.0	0.08900000000000001	0.036000000000000004	0.045		0.0	0.091	0.031		0.08199999999999999	0.0	0.07200000000000001	0.125	0.332	1.456	0.14	0.17800000000000002	0.439	0.17	0.115	0.27899999999999997	0.36700000000000005	0.141	3.338	0.017		0.043	0.10400000000000001	0.136	0.063	0.17	0.063	0.025	0.11800000000000001	0.013999999999999999		0.092
