Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
2-hydroxyestrone[l]	6	-6.3405	0.68838	0.99976	11.674	0.38145	0.77506	2.4534	0.90563	0.98788	0	NA	NA	NA	6	2.4534	0.99399	1
2-hydroxyestrone[r]	8	-10.345	0.86262	0.99976	19.583	0.14344	0.45287	7.623	0.75361	0.88214	0	NA	NA	NA	8	7.623	0.96319	1
estrone-2,3-semiquinone[c]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
H2O2[l]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
estrone-2,3-semiquinone[l]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
estrone-2,3-semiquinone[r]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
2-hydroxyestrone-1-S-glutathione[c]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
estrone-2,3-quinone[c]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxyestrone-1-S-glutathione[m]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
estrone-2,3-quinone[m]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxyestrone-1-S-glutathione[r]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
estrone-2,3-quinone[r]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxyestrone-1-S-glutathione[p]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
estrone-2,3-quinone[p]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxyestrone-4-S-glutathione[c]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxyestrone-4-S-glutathione[m]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxyestrone-4-S-glutathione[r]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxyestrone-4-S-glutathione[p]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
estrone-3,4-semiquinone[c]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
estrone-3,4-semiquinone[l]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
estrone-3,4-semiquinone[r]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
4-hydroxyestrone-2-S-glutathione[c]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
estrone-3,4-quinone[c]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
4-hydroxyestrone-2-S-glutathione[m]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
estrone-3,4-quinone[m]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
4-hydroxyestrone-2-S-glutathione[r]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
estrone-3,4-quinone[r]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
4-hydroxyestrone-2-S-glutathione[p]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
estrone-3,4-quinone[p]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
17beta-estradiol-3,4-semiquinone[c]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
17beta-estradiol-3,4-semiquinone[l]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
4-hydroxy-17beta-estradiol[l]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
17beta-estradiol-3,4-quinone[c]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
4-hydroxy-17beta-estradiol-2-S-glutathione[c]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
17beta-estradiol-3,4-quinone[m]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
4-hydroxy-17beta-estradiol-2-S-glutathione[m]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
17beta-estradiol-3,4-quinone[r]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
4-hydroxy-17beta-estradiol-2-S-glutathione[r]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
17beta-estradiol-3,4-quinone[p]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
4-hydroxy-17beta-estradiol-2-S-glutathione[p]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
17beta-estradiol-2,3-semiquinone[c]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
17beta-estradiol-2,3-semiquinone[l]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
2-hydroxyestradiol-17beta[l]	5	-5.1177	0.63197	0.99976	10.96	0.38411	0.77506	0.93273	0.924	0.99369	0	NA	NA	NA	5	0.93273	0.99285	1
17beta-estradiol-2,3-quinone[c]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxy-17beta-estradiol-4-S-glutathione[c]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
17beta-estradiol-2,3-quinone[m]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxy-17beta-estradiol-4-S-glutathione[m]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
17beta-estradiol-2,3-quinone[r]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxy-17beta-estradiol-4-S-glutathione[r]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
17beta-estradiol-2,3-quinone[p]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxy-17beta-estradiol-4-S-glutathione[p]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxy-17beta-estradiol-1-S-glutathione[c]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxy-17beta-estradiol-1-S-glutathione[m]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxy-17beta-estradiol-1-S-glutathione[r]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
2-hydroxy-17beta-estradiol-1-S-glutathione[p]	21	-24.508	0.99907	0.99976	38.965	0.0063978	0.051603	28.318	0.050484	0.14396	1	9.0624	0.17302	0.33422	20	26.991	0.27296	0.63481
cholesterol[l]	5	-1.1332	0.37135	0.98805	21.199	0.078189	0.29999	23.257	0.0088405	0.094452	2	15.535	0.036905	0.18682	3	17.34	0.043103	0.45734
dihydroceramide pool[c]	13	-11.333	0.85892	0.99976	22.406	0.15199	0.47043	18.294	0.27986	0.41315	4	1.3215	0.6869	0.82533	9	21.105	0.13801	0.55484
phytoceramide pool[c]	6	-6.196	0.68013	0.99976	11.529	0.38732	0.77642	10.028	0.50755	0.64427	2	0.88068	0.63314	0.76817	4	11.659	0.42055	0.73256
phytosphingosine[c]	5	-3.9471	0.55631	0.99976	9.7894	0.43394	0.79745	8.1929	0.57735	0.71562	2	0.88068	0.63314	0.76817	3	9.858	0.46512	0.76377
ceramide pool[g]	8	-3.0162	0.43826	0.99976	12.518	0.39153	0.77934	15.527	0.24288	0.38231	4	6.7913	0.37975	0.54533	4	15.167	0.16142	0.59209
CoA[g]	5	0.93376	0.25034	0.90995	5.1306	0.63477	0.95736	11.191	0.37605	0.50949	3	5.6999	0.40778	0.57284	2	10.714	0.2425	0.63481
PC-LD pool[g]	6	-4.2487	0.56169	0.99976	9.8877	0.45555	0.81174	13.959	0.25675	0.39487	3	4.5841	0.47008	0.61166	3	15.157	0.10734	0.54572
ceramide pool[c]	29	-11.975	0.7528	0.99976	37.318	0.032199	0.1592	39.873	0.0018587	0.094452	11	18.106	0.068967	0.25229	18	36.456	0.00089583	0.32381
PC-LD pool[c]	62	-16.37	0.8197	0.99976	36.536	0.18751	0.54671	34.678	0.34322	0.47289	22	11.553	0.43265	0.60041	40	34.606	0.4777	0.77574
SM pool[c]	22	-6.7534	0.51633	0.99976	25.594	0.17218	0.51385	27.827	0.062331	0.16657	9	14.459	0.12943	0.31023	13	24.169	0.15209	0.57742
sphinganine[c]	18	-12.813	0.88226	0.99976	31.573	0.03808	0.18216	25.727	0.075712	0.18411	6	6.2933	0.4705	0.61183	12	27.06	0.033493	0.42638
sphinganine-1-phosphate[c]	7	-8.0248	0.75362	0.99976	23.294	0.071853	0.28246	21.37	0.03507	0.13586	2	11.122	0.12568	0.31023	5	18.25	0.081029	0.54522
ethanolamine-phosphate[c]	10	-12.442	0.92504	0.99976	24.836	0.058074	0.24873	14.181	0.41431	0.54926	1	6.9864	0.26396	0.40897	9	12.619	0.80297	0.91984
acyl-CoA-LD-SM pool[c]	21	-20.194	0.99141	0.99976	29.507	0.0719	0.28246	31.262	0.015858	0.1086	4	9.485	0.24297	0.39801	17	30.144	0.039116	0.43381
sphingosine[c]	17	-11.858	0.85711	0.99976	35.093	0.01329	0.090648	29.685	0.012456	0.096253	6	10.246	0.25987	0.40617	11	29.336	0.0048772	0.32381
glucosylceramide pool[c]	55	-14.04	0.7343	0.99976	39.261	0.091421	0.33067	41.517	0.030499	0.12984	22	17.262	0.16171	0.33422	33	39.504	0.024771	0.38901
glucosylceramide pool[r]	51	-10.242	0.51078	0.99976	30.946	0.30869	0.71837	38.026	0.064391	0.1701	22	17.262	0.16171	0.33422	29	35.392	0.072227	0.54345
UDP-galactose[r]	52	-11.003	0.5823	0.99976	31.506	0.27578	0.6742	38.532	0.069067	0.17539	22	17.284	0.16094	0.33422	30	35.928	0.075005	0.54345
LacCer pool[r]	50	-11.375	0.61844	0.99976	32.284	0.22692	0.58505	37.387	0.076924	0.186	21	16.099	0.19375	0.34791	29	35.392	0.072227	0.54345
sphingosine-1-phosphate[c]	7	-8.0248	0.75362	0.99976	23.294	0.071853	0.28246	21.37	0.03507	0.13586	2	11.122	0.12568	0.31023	5	18.25	0.081029	0.54522
phosphocholine[c]	12	-5.5662	0.55421	0.99976	21.56	0.14679	0.4608	20.732	0.133	0.25829	4	11.91	0.1472	0.32268	8	16.969	0.35483	0.718
LacCer pool[g]	5	1.5647	0.21805	0.82801	4.2777	0.66932	0.9623	14.626	0.18371	0.32114	3	10.239	0.19033	0.34446	2	10.586	0.25164	0.63481
galactosylgloboside[g]	7	-14.565	0.96195	0.99976	29.378	0.016999	0.098821	20.699	0.044678	0.14065	1	6.43	0.29191	0.43753	6	19.732	0.067519	0.53213
H+[g]	7	-8.7593	0.79048	0.99976	13.696	0.33573	0.72521	18.844	0.082501	0.19479	2	9.0397	0.19917	0.35608	5	16.579	0.15227	0.57742
sialyl-galactosylgloboside[g]	5	-15.745	0.98264	0.99976	33.272	0.0030607	0.044795	17.607	0.079365	0.19038	0	NA	NA	NA	5	17.607	0.1047	0.54572
GA1[g]	5	-14.438	0.97085	0.99976	26.122	0.025158	0.13333	15.72	0.13834	0.26608	0	NA	NA	NA	5	15.72	0.20158	0.63481
GM1b[g]	8	-11.947	0.91385	0.99976	30.991	0.009636	0.073297	19.326	0.08662	0.20208	1	9.7486	0.14798	0.32302	7	16.976	0.28969	0.64842
GD1alpha[g]	5	-6.6235	0.72191	0.99976	24.87	0.034382	0.16811	15.138	0.16144	0.29982	1	9.7486	0.14798	0.32302	4	12.05	0.3865	0.718
GD1a[g]	5	-15.832	0.98326	0.99976	33.359	0.0029729	0.044392	17.459	0.083154	0.19592	0	NA	NA	NA	5	17.459	0.11079	0.54572
GT1b[g]	5	-15.832	0.98326	0.99976	33.359	0.0029729	0.044392	17.459	0.083154	0.19592	0	NA	NA	NA	5	17.459	0.11079	0.54572
GM1[g]	5	-14.438	0.97085	0.99976	26.122	0.025158	0.13333	15.72	0.13834	0.26608	0	NA	NA	NA	5	15.72	0.20158	0.63481
GD1b[g]	5	-14.438	0.97085	0.99976	26.122	0.025158	0.13333	15.72	0.13834	0.26608	0	NA	NA	NA	5	15.72	0.20158	0.63481
globoside[l]	5	-10.27	0.88444	0.99976	21.955	0.066767	0.27191	17.498	0.082156	0.19419	1	7.0426	0.26121	0.40617	4	16.042	0.11798	0.54572
LacCer pool[l]	10	-13.411	0.94575	0.99976	34.066	0.0045519	0.051603	17.371	0.22639	0.3776	3	-0.89076	0.75837	0.86664	7	21.346	0.064299	0.5267
D-galactosyl-N-acylsphingosine[g]	52	-10.947	0.57879	0.99976	31.451	0.27773	0.67523	38.588	0.067822	0.17388	22	17.37	0.15794	0.33422	30	35.928	0.075005	0.54345
PAPS[g]	31	-9.0271	0.59911	0.99976	16.147	0.66174	0.9623	25.205	0.3578	0.4884	10	12.728	0.20482	0.35997	21	21.84	0.77463	0.90563
PAP[g]	30	-8.0777	0.55472	0.99976	15.315	0.6862	0.9623	24.544	0.34156	0.4709	10	12.728	0.20482	0.35997	20	21.059	0.77157	0.90563
D-galactosyl-N-acylsphingosine[l]	11	-11.641	0.88965	0.99976	31.336	0.012272	0.085287	17.718	0.25484	0.39487	4	0.34878	0.73505	0.8494	7	21.947	0.049213	0.48792
sulfate[l]	19	-19.914	0.99319	0.99976	50.526	2.3013e-05	0.0011828	33.059	0.0043112	0.094452	4	11.204	0.17204	0.33422	15	31.421	0.0094996	0.32381
ceramide pool[l]	9	-4.222	0.52636	0.99976	27.407	0.028826	0.14645	25.549	0.011313	0.094452	4	13.028	0.11302	0.30375	5	22.624	0.0088938	0.32381
digalactosylceramide[g]	51	-10.172	0.50615	0.99976	30.876	0.31133	0.7197	38.097	0.06282	0.16747	22	17.37	0.15794	0.33422	29	35.392	0.072227	0.54345
sphingosylphosphorylcholine[c]	5	1.1924	0.23681	0.87515	11.9	0.34541	0.72521	16.756	0.10304	0.22637	3	9.7193	0.21097	0.36764	2	14.591	0.057309	0.51104
ceramide pool[r]	8	-10.884	0.88177	0.99976	24.74	0.050347	0.22894	22.969	0.022786	0.12749	2	9.7245	0.17257	0.33422	6	20.908	0.038598	0.43376
glycerol[m]	12	-4.2348	0.46437	0.99976	9.1423	0.64102	0.95736	14.581	0.47691	0.61528	4	9.753	0.23097	0.38903	8	10.961	0.84543	0.95587
glyceraldehyde[m]	14	-15.654	0.96658	0.99976	29.975	0.031073	0.15572	23.13	0.10128	0.22427	2	11.995	0.10138	0.30375	12	20.087	0.38076	0.718
PC-LD pool[r]	26	-13.038	0.84524	0.99976	23.838	0.25989	0.64972	15.567	0.82221	0.95072	9	0.55709	0.80987	0.88815	17	18.847	0.79206	0.91763
2-lysolecithin pool[r]	21	-7.6959	0.60633	0.99976	16.863	0.46493	0.81612	10.772	0.91724	0.99369	8	2.1455	0.72816	0.84333	13	12.008	0.95866	1
fatty acid-LD-PC pool[r]	21	-7.6959	0.60633	0.99976	16.863	0.46493	0.81612	10.772	0.91724	0.99369	8	2.1455	0.72816	0.84333	13	12.008	0.95866	1
sn-glycerol-3-phosphate[c]	11	-5.9677	0.59437	0.99976	18.57	0.22061	0.5763	20.312	0.1381	0.26608	5	7.9729	0.34696	0.50633	6	20.225	0.053842	0.51104
1-acylglycerol-3P-LD-TG1 pool[c]	17	-17.877	0.98151	0.99976	21.891	0.21539	0.57223	30.644	0.0079318	0.094452	3	15.264	0.056027	0.21707	14	26.702	0.07639	0.54345
1-acylglycerol-3P-LD-PC pool[c]	16	-16.482	0.96016	0.99976	20.619	0.26712	0.66059	29.663	0.014492	0.10437	3	15.264	0.056027	0.21707	13	25.576	0.088965	0.54572
1-acylglycerol-3P-LD-PE pool[c]	16	-16.482	0.96016	0.99976	20.619	0.26712	0.66059	29.663	0.014492	0.10437	3	15.264	0.056027	0.21707	13	25.576	0.088965	0.54572
1-acylglycerol-3P-LD-PS pool[c]	16	-16.482	0.96016	0.99976	20.619	0.26712	0.66059	29.663	0.014492	0.10437	3	15.264	0.056027	0.21707	13	25.576	0.088965	0.54572
1-acylglycerol-3P-LD-PI pool[c]	16	-16.482	0.96016	0.99976	20.619	0.26712	0.66059	29.663	0.014492	0.10437	3	15.264	0.056027	0.21707	13	25.576	0.088965	0.54572
1-acylglycerol-3P-LD-SM pool[c]	16	-16.482	0.96016	0.99976	20.619	0.26712	0.66059	29.663	0.014492	0.10437	3	15.264	0.056027	0.21707	13	25.576	0.088965	0.54572
PC-LD pool[l]	21	-7.6959	0.60633	0.99976	16.863	0.46493	0.81612	10.772	0.91724	0.99369	8	2.1455	0.72816	0.84333	13	12.008	0.95866	1
2-lysolecithin pool[l]	21	-7.6959	0.60633	0.99976	16.863	0.46493	0.81612	10.772	0.91724	0.99369	8	2.1455	0.72816	0.84333	13	12.008	0.95866	1
fatty acid-LD-PC pool[l]	21	-7.6959	0.60633	0.99976	16.863	0.46493	0.81612	10.772	0.91724	0.99369	8	2.1455	0.72816	0.84333	13	12.008	0.95866	1
1-alkyl-2-acylglycerol[c]	5	-1.0874	0.36846	0.98584	7.4696	0.53508	0.89975	15.362	0.15227	0.2845	2	11.122	0.12568	0.31023	3	10.751	0.38902	0.718
1,2-diacylglycerol-bile-PC pool[c]	5	-1.0874	0.36846	0.98584	7.4696	0.53508	0.89975	15.362	0.15227	0.2845	2	11.122	0.12568	0.31023	3	10.751	0.38902	0.718
acyl-CoA-CL pool[m]	17	-14.784	0.94093	0.99976	21.966	0.21301	0.57223	30.385	0.0089823	0.094452	4	15.736	0.054431	0.21532	13	26.018	0.07387	0.54345
1-acylglycerol-3P-CL pool[m]	17	-14.784	0.94093	0.99976	21.966	0.21301	0.57223	30.385	0.0089823	0.094452	4	15.736	0.054431	0.21532	13	26.018	0.07387	0.54345
phosphatidate-CL pool[m]	17	-14.836	0.94196	0.99976	22.019	0.21138	0.57223	30.121	0.010175	0.094452	4	15.626	0.056213	0.21738	13	25.777	0.081812	0.54572
acyl-CoA-LD-PC pool[c]	19	-9.7473	0.74039	0.99976	13.988	0.58986	0.94738	32.623	0.0053535	0.094452	6	20.332	0.017971	0.14204	13	25.626	0.087131	0.54572
phosphatidate-LD-PC pool[c]	23	-16.473	0.95685	0.99976	22.9	0.2523	0.63512	33.8	0.0074629	0.094452	6	15.419	0.08234	0.28263	17	30.155	0.038914	0.43376
acyl-CoA-LD-PE pool[c]	19	-9.7473	0.74039	0.99976	13.988	0.58986	0.94738	32.623	0.0053535	0.094452	6	20.332	0.017971	0.14204	13	25.626	0.087131	0.54572
phosphatidate-LD-PE pool[c]	22	-15.61	0.93787	0.99976	22.181	0.28563	0.68914	33.352	0.0066048	0.094452	6	15.419	0.08234	0.28263	16	29.666	0.037492	0.42638
acyl-CoA-LD-PS pool[c]	15	-14.953	0.93933	0.99976	19.226	0.2934	0.69873	28.59	0.016948	0.10952	3	15.264	0.056027	0.21707	12	24.332	0.10859	0.54572
phosphatidate-LD-PS pool[c]	22	-15.61	0.93787	0.99976	22.181	0.28563	0.68914	33.352	0.0066048	0.094452	6	15.419	0.08234	0.28263	16	29.666	0.037492	0.42638
acyl-CoA-LD-PI pool[c]	15	-14.953	0.93933	0.99976	19.226	0.2934	0.69873	28.59	0.016948	0.10952	3	15.264	0.056027	0.21707	12	24.332	0.10859	0.54572
phosphatidate-LD-PI pool[c]	20	-11.957	0.82933	0.99976	18.849	0.39771	0.77934	33.104	0.004918	0.094452	6	19.18	0.026703	0.15317	14	27.01	0.066883	0.53213
phosphatidate-LD-SM pool[c]	18	-11.836	0.84728	0.99976	16.021	0.45908	0.81174	31.721	0.0072061	0.094452	5	18.858	0.027376	0.1532	13	25.63	0.086975	0.54572
1-acylglycerol-3P-bile-PC pool[c]	15	-14.953	0.93933	0.99976	19.226	0.2934	0.69873	28.59	0.016948	0.10952	3	15.264	0.056027	0.21707	12	24.332	0.10859	0.54572
acyl-CoA-bile-PC pool[c]	15	-14.953	0.93933	0.99976	19.226	0.2934	0.69873	28.59	0.016948	0.10952	3	15.264	0.056027	0.21707	12	24.332	0.10859	0.54572
phosphatidate-bile-PC pool[c]	18	-11.836	0.84728	0.99976	16.021	0.45908	0.81174	31.721	0.0072061	0.094452	5	18.858	0.027376	0.1532	13	25.63	0.086975	0.54572
inositol[c]	9	-3.4931	0.47794	0.99976	8.2153	0.59171	0.94792	17.624	0.17674	0.31172	4	8.9958	0.26571	0.41035	5	15.6	0.20922	0.63481
PI pool[c]	74	-21.768	0.9618	0.99976	44.642	0.056076	0.24674	51.239	0.0032848	0.094452	24	23.303	0.036931	0.18682	50	46.19	0.036023	0.42638
PI pool[r]	17	-7.9223	0.65602	0.99976	21.415	0.23079	0.59033	26.76	0.042139	0.13773	6	14.155	0.11367	0.30375	11	22.813	0.1336	0.54604
PE-LD pool[c]	48	-15.097	0.79517	0.99976	35.614	0.14662	0.4608	31.686	0.29179	0.42762	17	11.65	0.37156	0.53505	31	30.801	0.41876	0.73042
PS-LD pool[c]	22	-15.03	0.92492	0.99976	30.395	0.069521	0.27683	25.67	0.12149	0.24081	6	7.5942	0.39684	0.56582	16	25.45	0.20004	0.63481
ethanolamine[c]	13	-19.334	0.99314	0.99976	37.451	0.0032145	0.045248	23.013	0.081207	0.19318	2	1.8308	0.58012	0.72209	11	24.237	0.076127	0.54345
2-lysolecithin pool[c]	51	-8.655	0.40696	0.99976	26.925	0.47234	0.82585	29.945	0.46681	0.60626	21	15.316	0.22641	0.38354	30	26.229	0.77517	0.90563
sn-glycerol-3-PC[c]	14	-6.2637	0.60794	0.99976	17.288	0.31558	0.72497	17.728	0.35955	0.48922	5	8.569	0.31661	0.46833	9	15.723	0.55649	0.7965
cholesterol-ester pool[c]	16	-9.8653	0.7444	0.99976	24.452	0.14972	0.46632	22.025	0.18382	0.32114	5	9.656	0.26444	0.40897	11	20.053	0.31368	0.68231
acetylcholine[c]	10	-5.6211	0.60905	0.99976	5.6211	0.72151	0.9623	8.1924	0.78418	0.91116	3	2.0167	0.61366	0.7543	7	8.4716	0.90733	1
1-acyl-PE pool[c]	50	-9.7987	0.51629	0.99976	28.25	0.3783	0.77506	29.198	0.48822	0.62367	20	14.042	0.2972	0.44311	30	26.229	0.77517	0.90563
sn-glycerol-3-PE[c]	13	-5.4428	0.52106	0.99976	16.883	0.34275	0.72521	17.388	0.33466	0.46398	5	8.569	0.31661	0.46833	8	15.391	0.49706	0.79202
2-acetyl-1-alkyl-sn-glycero-3-phosphocholine[c]	9	-6.6147	0.67896	0.99976	15.324	0.28871	0.69429	17.037	0.20394	0.34775	3	8.7357	0.25347	0.39985	6	14.689	0.37252	0.718
1-organyl-2-lyso-sn-glycero-3-phosphocholine[c]	30	-7.8594	0.53995	0.99976	18.267	0.56289	0.92977	19.747	0.66389	0.81016	12	9.0283	0.43924	0.60494	18	18.122	0.86829	0.97358
acetate[s]	10	-6.9998	0.69564	0.99976	12.192	0.44004	0.79745	19.019	0.15229	0.2845	3	10.807	0.16923	0.33422	7	15.657	0.39632	0.72565
acetylcholine[s]	9	-5.9252	0.63679	0.99976	5.9252	0.68656	0.9623	9.9637	0.64768	0.79433	2	5.2872	0.3822	0.54733	7	8.4716	0.90733	1
